continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
2,1,1,1,0.00029397354238118564,0.3148148148148149,3,0.058489497454167774,3,1,1
1,3,0,0,0.003228726363779802,0.9490740740740744,1,0.37839224850352515,3,1,0
1,0,1,0,0.0034819611323177665,0.720767407635958,4,0.0011133623717518853,0,1,1
1,3,1,0,0.00720982569195891,0.9166666666666679,2,0.13052654037747224,3,0,0
1,0,0,0,0.002155805977462028,0.976851851851853,2,0.43907839017459016,3,1,1
3,3,0,0,0.003833282123252975,0.9074074074074083,2,0.3110139527889028,3,1,0
1,0,0,0,0.0040574992318487945,0.9675925925925934,2,0.7756701583392893,3,1,0
1,3,0,0,0.004734617842478189,0.9645164242601164,2,0.2457385500306908,3,1,1
3,3,1,0,0.003512734701334507,0.9907407407407423,2,0.08686274066187774,3,1,0
1,0,0,0,0.003356613159052973,0.9490740740740744,1,0.37310870518473715,3,1,0
1,3,0,0,0.0035426303158139494,0.9537037037037042,1,0.5100439378434847,3,1,0
3,3,1,0,0.008462119765153339,0.39351851851851904,4,0.01748202103220031,3,1,1
1,0,1,0,0.0026418737383417674,0.902178222925004,1,0.17267203502662135,3,1,1
1,2,0,0,0.0042514851448682035,0.6517164355406019,4,0.16296560292472392,2,1,1
1,0,0,0,0.004428535390641177,0.8272196974693887,2,0.21048921755911199,3,1,1
1,2,1,0,0.00984728323603418,0.8055555555555554,2,0.18476685631493586,3,1,0
3,0,1,0,0.006543817836055772,0.7731481481481488,3,0.5177184603397447,3,0,0
1,2,1,0,0.0071060140114683435,0.9170377730376615,2,0.6028753913384819,3,1,1
1,3,1,0,0.003615708484541476,0.9074074074074083,1,0.8553134297596545,3,1,0
1,3,1,0,0.0003288517592738687,0.9351851851851851,4,0.20131571409430624,3,1,0
1,3,0,1,0.005383620295322175,0.9630631633633485,4,0.36602161818210255,3,1,1
1,0,0,0,0.0026027669818676196,0.875,2,0.0012177744094315273,0,0,1
1,3,0,0,0.0021840407244703907,0.6527777777777786,2,0.34698740960934027,3,0,0
1,2,1,0,0.0016422114802940786,0.9563392748999634,1,0.0016345318116490477,0,1,1
1,0,0,1,0.018168229266145707,0.9629629629629637,2,0.3100282949463305,3,1,0
1,3,1,0,0.0029447180262250974,0.9259259259259274,2,0.2956105545447265,3,1,0
1,3,1,0,0.0034413174000780607,0.8981481481481488,2,0.36095744838591803,3,1,0
2,0,1,0,0.0032818741228543666,0.9490740740740744,1,0.09879404692474356,3,1,1
1,0,0,0,0.003766847424409769,0.9305555555555554,3,0.0004791807728039491,0,1,1
4,3,0,0,0.005703418895689219,0.768518518518519,0,0.41832281000967836,3,1,1
1,0,1,0,0.006085418414037652,0.9490740740740744,2,0.17689218227698583,3,1,0
1,0,1,0,0.0010463465067804914,0.9305555555555554,4,0.1300363899593657,3,1,1
1,0,1,0,0.000538121060629967,0.7777777777777786,2,0.28843883878569077,3,1,0
1,2,1,0,0.0014996919469144907,0.9564988548758505,3,0.15708817298442138,3,1,1
4,0,0,0,0.0021819711290467815,0.9781236410998204,3,0.0015935526593393804,0,1,1
3,0,0,0,0.002833941687525741,0.9142517598776891,2,0.2770617210123858,3,1,1
1,0,0,0,0.0019914956110514814,0.21174040545798511,2,0.34914716590939143,3,0,1
1,0,1,0,0.006155174847823018,0.4490740740740744,3,0.23991112791611313,3,1,0
2,0,1,0,0.003537647713400709,0.9305555555555554,2,0.20439239008575721,3,1,0
1,3,0,0,0.00434815103928782,0.8055555555555554,4,0.48914506559034465,3,1,1
1,0,1,0,0.005940922944053679,0.8240740740740744,1,0.3843934740368346,3,1,0
3,3,1,0,0.0068135394933057595,0.7100891480027888,3,0.3957904063936667,3,0,1
1,2,0,0,0.008624884777319194,0.7916666666666679,3,0.0013065224738745714,0,1,1
3,1,1,0,0.047241714347403645,0.7824074074074083,2,0.34365804582085185,3,1,0
1,2,1,0,0.001340320049161677,0.9537037037037042,1,0.05550971749002111,3,1,1
1,1,0,0,0.0029812571105888603,0.8055555555555554,2,0.062293629847181585,3,1,0
1,0,1,0,0.002194005929296872,0.9166666666666679,2,0.09932094452682293,3,1,1
2,0,0,0,0.003055996146787467,0.9861111111111125,4,0.18965482700625158,3,1,0
1,0,0,1,0.001406754748004883,0.9259259259259274,4,0.28885778174499915,3,1,1
1,3,0,0,0.008456159980818157,0.9792810986844326,2,0.21621454018105601,3,0,1
1,0,1,0,0.0021574668449331085,0.5694444444444446,2,0.14449084621741998,3,1,1
1,2,1,0,0.004376385786296183,0.518518518518519,1,0.5546397626830143,3,1,0
1,3,0,0,0.0017821107964689957,0.49537037037037024,1,0.11405869557146399,3,0,0
1,0,1,0,9.300857838048812e-05,0.018518518518519045,3,0.315938764646759,3,0,1
1,0,1,0,0.004773551230818969,0.9643252392429932,1,0.39285383192526757,3,1,1
1,3,0,0,0.001913319326684327,0.8379629629629637,4,0.24946574035179822,3,1,1
1,3,1,0,0.004595620292478762,0.9120370370370381,3,0.2790455630912334,3,1,0
1,0,0,0,0.0031657020409035863,0.8950822025995079,3,0.0013448114208999113,0,1,1
1,0,1,1,0.0011077986032104567,0.9583333333333339,2,0.12225181387632268,3,1,0
1,0,0,0,0.00506406694074037,0.9141457220088546,4,0.7770394572425217,3,0,1
1,3,1,0,0.003366578363879454,0.8287037037037042,3,0.11591347287265377,3,1,0
3,3,0,0,0.0008071815909449504,0.9722222222222232,0,0.4791519304937459,3,0,0
1,0,1,0,0.003363256628937294,0.9259259259259274,3,0.0021626234672135155,0,1,0
1,2,1,0,0.005814312777964226,0.968055854960957,2,0.10923944799054022,3,1,1
1,0,1,0,0.002954683231051578,0.9120370370370381,2,0.011089859344758745,3,1,0
2,2,1,0,0.24433685714048448,0.8379629629629637,2,0.2406762086722807,3,1,0
1,0,0,0,0.001976432290585373,0.9490740740740744,1,0.08360662062115444,3,1,0
1,3,0,0,0.0031905264119449586,0.9259259259259274,3,0.06323611836365448,3,1,0
1,2,0,0,0.00422123467906735,0.9507778323084652,2,0.45050831279353126,3,0,1
1,0,0,0,0.003393548128632989,0.6557866413652618,1,0.39287215592637037,3,1,1
1,0,0,0,0.005501145281328707,0.9626821918397553,4,0.20719112930198982,3,1,1
2,0,0,1,0.003917986364278063,0.9675925925925934,3,0.359536682582392,3,1,1
2,3,1,0,0.0030045092551839823,0.5462962962962976,3,0.17003054633633294,3,1,0
3,0,1,0,0.0007025469402669013,0.9259259259259274,2,0.002026893529658068,0,1,1
3,0,1,0,0.007932303041878773,0.9490740740740744,4,0.09374765295179902,3,1,1
1,3,1,0,0.003047691809432066,0.7083333333333339,4,0.17088237300249265,3,1,0
1,0,0,0,0.017016063601396954,0.9526973377047893,2,0.33378101338101945,3,1,1
3,3,0,0,0.0044129248706599455,0.9398148148148149,3,0.3652470320686531,3,1,1
1,2,0,0,0.0070071998604871325,0.8287037037037042,3,0.20666438733251408,3,1,1
1,1,1,0,0.005291523762861343,0.8287037037037042,2,0.20128874109737477,3,1,0
1,0,0,0,0.0025674592467000556,0.9554454991173577,1,0.09796371250389341,3,1,1
5,3,0,0,0.0028384225080759677,0.9583333333333339,4,0.0005036942459385635,0,1,1
1,2,1,1,0.00102973783206969,0.9351851851851851,1,0.042159744367641395,3,1,0
3,3,0,0,0.00464548579320315,0.8802244259079175,1,0.05883396744504357,3,1,1
1,2,1,0,0.0032659331291837075,0.9012090831545826,1,0.15915123320825153,3,1,1
1,3,0,0,0.006000714173012564,0.9583333333333339,3,0.00031563512795994286,0,1,0
1,0,0,0,0.0030045092551839823,0.9259259259259274,2,0.14834391220068574,3,1,1
1,0,1,0,0.0034091555115467907,0.9110794668659984,1,0.4273707629103365,3,1,1
1,2,1,0,0.0024746925319094164,0.9722222222222232,1,0.3545414777813244,3,1,1
1,3,0,0,0.004662054991321968,0.9398148148148149,2,0.30046942196757614,3,1,0
1,2,1,0,0.004927793786694791,0.8564814814814827,3,0.28468799450856597,3,0,1
1,0,1,0,0.0023069449173303215,0.8425925925925934,3,0.1760167973138546,3,1,0
3,3,1,0,0.0030417072211520223,0.9596291405382034,3,0.6195007612702357,3,0,1
1,0,1,0,0.001051329109193732,0.1990740740740744,1,0.3683804422034756,3,1,1
1,3,1,0,0.005872827377739393,0.9490740740740744,1,0.4208973684694017,3,1,0
1,0,0,0,0.00043348640995191786,0.8148148148148149,1,0.4565048258436715,3,1,0
1,2,1,0,0.003134973278287755,0.9878532954488671,1,0.400890789666496,3,1,1
3,3,1,0,0.000858570267061683,0.8199104656989891,1,0.24002807575714044,1,1,1
2,0,1,0,0.00102973783206969,0.9259259259259274,3,0.034710654723784255,3,1,0
1,0,1,0,0.05215788206180087,0.9490740740740744,3,0.3910342196158571,3,0,0
1,3,0,0,0.004739938817695084,0.9183869714857074,1,0.4199576798982455,3,1,1
3,0,1,0,0.00201771112556792,0.9668825774215085,2,0.38406518084201824,3,1,1
1,0,0,1,0.002325214459512203,0.9027777777777786,3,0.1103117045796151,3,1,0
1,3,1,0,0.0014266851576578447,0.9166666666666679,3,0.2838938104839323,3,1,0
1,0,0,0,0.0028699789900264905,0.9398148148148149,4,0.04907827108927866,3,1,1
1,3,1,0,0.0033317001469867712,0.9027777777777786,3,0.20000500187756334,3,1,0
3,3,1,0,0.006954052101412568,0.643518518518519,4,0.08605496049244933,3,1,1
3,0,0,0,0.005396158413539392,0.8472222222222232,4,0.03414550621664877,3,1,1
1,0,1,0,0.005804731811425107,0.9212962962962976,4,0.3846166199800899,3,1,0
5,0,1,0,0.003921308099220222,0.8472222222222232,4,0.3989564801605886,3,1,0
1,3,0,0,0.002481336001793737,0.9027777777777786,2,0.03878605213471858,3,1,1
1,3,0,0,0.005369584534002109,0.8009259259259274,3,0.26064844413536753,3,1,0
1,0,0,0,0.00033051262674494884,0.9305555555555554,2,0.22074388447294616,3,1,0
1,2,0,1,0.002232205881131715,0.9861111111111125,4,0.3516364766135487,3,1,1
2,1,0,0,0.002343484001694085,0.9166666666666679,4,0.0022981034111388666,3,1,1
5,0,1,0,0.0007739642415233476,0.9166666666666679,3,0.19446880208926054,3,1,1
1,1,1,1,0.00023916491583554088,0.5555555555555571,4,0.20358692815299886,3,1,0
1,2,1,0,0.004621176707313743,0.8683808872836914,2,0.038547070278179524,3,1,1
4,1,0,0,0.001773806459113595,0.5694444444444446,1,0.029574037485842468,3,1,0
1,3,0,0,0.007077427126932174,0.9096493091588933,2,0.1475726972107179,3,1,1
1,3,0,1,0.0038017256413024523,0.9444444444444446,4,0.36691146334271674,3,1,1
2,2,1,0,0.001311638443378436,0.4232813756610628,2,0.14116374127581185,3,1,1
1,0,1,0,0.005819679618664829,0.9166666666666679,1,0.432755023726709,3,0,0
3,3,1,0,0.008129946270937312,0.9444444444444446,2,0.10355191441483236,3,1,0
1,0,1,1,0.005866183907855073,0.6296296296296298,3,0.13941212224118474,2,1,1
2,0,1,0,0.0013743547221923974,0.8450227271694422,4,0.26982512529942365,3,1,1
1,0,0,0,0.0034263695928383395,0.8240740740740744,2,0.0003216186847705236,0,1,1
3,2,1,0,0.008621563042377033,0.9953703703703702,3,0.3444901361477934,3,1,1
1,2,1,0,0.0031789003396473976,0.8611111111111125,1,0.16368969913085857,3,1,0
5,3,0,0,0.010005065645786794,0.9537037037037042,4,0.20307115182143132,3,1,1
5,2,1,0,0.007576877403067623,0.7222222222222232,3,0.07549028607411112,3,1,0
1,3,0,0,0.003012613735881609,0.9966186942781703,2,0.2585846895477775,3,0,1
1,0,1,1,0.006847756583263438,0.9398148148148149,4,0.11978546067955091,3,1,0
1,3,1,0,0.0020777452063212615,0.9212962962962976,4,0.11856713332686251,3,1,0
3,2,1,0,0.19204444481352612,0.8287037037037042,4,0.13966969713174282,3,1,1
1,0,0,0,0.000664346988432058,0.3888888888888893,3,0.2533110684369896,3,1,0
1,0,1,0,0.0026955879055630756,0.22685185185185297,4,0.06977282524022704,3,1,0
1,0,0,0,0.001821077053502314,0.9305555555555554,2,0.0013262808293081632,0,1,1
1,3,1,0,0.0026025793271825873,0.9675925925925934,3,0.09111582778082052,3,1,0
1,0,1,0,0.004052516629435555,0.9074074074074083,1,0.4965603528373504,3,0,1
1,1,1,0,0.009360649067007698,0.9259259259259274,1,0.25235983954172003,3,1,0
5,0,1,0,0.0019415540736926896,0.7824074074074083,2,0.2263270755451017,3,0,1
4,0,1,0,0.0033006909822410873,0.9333057874535592,4,0.32339455546786394,3,1,1
1,3,0,0,0.005171941304943572,0.9305555555555554,4,0.08500323290478012,3,0,0
0,0,1,0,0.00377681262923625,0.8981481481481488,2,0.30334535119440825,3,1,1
2,0,1,0,0.008865710560625815,0.9212962962962976,4,0.125502921513435,3,1,0
2,3,0,0,0.004836446075785383,0.9861111111111125,3,0.22198219878503325,3,1,0
1,2,1,0,0.00018601715676097626,0.9814814814814827,2,0.1530307601971118,3,1,1
3,2,1,0,0.0011823601484162644,0.785431984630472,2,0.5182029377593371,3,1,1
2,2,1,0,0.002903697624027979,0.9369370592305805,3,0.1494218875537087,3,1,1
4,0,0,0,0.005402801883423712,0.5925925925925934,1,0.28953085356738306,3,1,0
1,3,0,0,0.023399961800048164,0.9537037037037042,3,0.5909913427008534,3,1,0
1,3,0,0,0.0019890349071183797,0.9027069615944658,2,0.0023868449649684627,0,1,1
1,0,0,1,0.0015844675674104585,0.5046296296296298,3,0.2178799850147803,3,1,0
2,0,0,0,0.0025926141223561066,0.6805555555555554,3,0.28944517279315823,3,1,0
2,0,0,0,0.0018836668922045275,0.9170147793405069,2,0.32143911614634074,3,1,1
4,3,0,0,0.00411230785839444,0.9212962962962976,2,0.3965906569837392,3,1,1
1,2,1,0,0.0022140851680418705,0.9186515705735627,1,0.23184956823277175,3,1,1
2,3,1,0,0.009566596633421636,0.9166666666666679,3,0.11827600665963357,3,1,0
1,0,0,1,0.0033615957614662136,0.5,3,0.2704227878143479,3,1,0
2,0,1,1,0.0034728738820285834,0.9074074074074083,4,0.03362982386764892,3,1,0
1,2,1,0,0.00045839942201812006,0.9166666666666679,3,0.36448010298865396,3,0,1
3,3,0,0,0.030010214334947143,0.8981481481481488,4,0.4044759823793625,2,1,1
1,3,1,0,0.003746917014756807,0.9814814814814827,1,0.10179187154188968,3,1,0
3,2,0,1,0.00617676612494706,0.9537037037037042,4,0.16772972776881306,3,1,0
3,3,1,0,0.008232920054144279,0.6898148148148149,2,0.2020184530805625,3,1,1
0,0,1,0,0.004658733256379807,0.8379629629629637,1,0.16576004111484208,3,1,0
1,3,1,0,0.0016124742832978344,0.9150644806109095,2,0.6017719205026004,3,0,1
3,2,0,0,0.000396553580558001,0.879278653524453,3,0.25107692347363175,3,1,1
1,2,1,0,0.0022185053023466086,0.9825379376459353,1,0.12147205504608935,3,1,1
0,3,1,0,0.008203024439664837,0.9861111111111125,2,0.13028068198035478,3,1,0
3,0,0,0,0.0039993688703609896,0.9537037037037042,4,0.12092775613496562,3,1,1
2,3,1,1,0.14165538660842558,0.8240740740740744,2,0.2208105494409719,3,1,0
1,0,0,0,0.005124262729226164,0.9859105570276759,3,0.19739537458009196,3,1,1
1,2,1,0,0.009325770850115015,0.9212962962962976,4,0.25304544237313137,3,1,0
1,3,0,0,0.0028101877610676057,0.9814814814814827,3,0.2866544231001898,3,1,1
1,0,0,0,0.003789940494553028,0.41522753277429664,4,0.08301798862614686,3,1,1
1,3,0,0,0.0010860966300946062,0.9827501445401479,2,0.001748691315285885,0,1,1
3,2,0,0,0.0010380961023643087,0.9442480584872746,3,0.16365666454079214,3,1,1
3,3,1,0,0.0033400044843421716,0.9351851851851851,1,0.09324465824943941,3,1,0
1,2,1,0,0.003922968966691303,0.9305555555555554,3,0.1755682811732416,3,1,1
1,0,0,0,0.007933686935461814,0.9132561052887526,2,0.13224427156187618,3,1,1
1,3,0,0,0.0031935798844034895,0.8040761699618694,2,0.19713274529994243,3,1,1
2,0,0,0,0.0033150914722759697,0.9444444444444446,2,0.3286043567111076,3,1,0
1,2,1,0,0.00729669161950616,0.9105790131598924,2,0.06519389154368266,3,1,1
3,3,0,0,0.0025997709642563305,0.8834290517994056,2,0.0021274009889742282,0,1,1
1,0,1,0,0.0035002353895250598,0.8831379358411052,4,0.3864309983544896,3,1,1
1,2,1,0,0.0065355134987003715,0.9259259259259274,3,0.5150755452257769,3,1,1
1,3,1,0,0.0001212433253888506,0.9074074074074083,2,0.20498889744298376,3,1,1
1,3,1,0,0.0035254168713786957,0.8943612463250782,2,0.3404097156024608,3,0,1
1,3,1,0,0.000423521205125437,0.9305555555555554,2,0.059247090932441474,3,1,0
1,2,0,0,0.0015303392235547818,0.9212962962962976,1,0.39997972032330875,3,1,1
1,0,1,0,0.0017339456398076714,0.8379629629629637,3,0.0009112966420771332,3,1,1
3,3,0,0,0.0022305450136606347,0.07870370370370416,3,0.14062017416647069,2,1,1
2,2,0,1,0.006340634412941834,0.8241570268889925,4,0.33415964769961304,3,1,1
3,0,1,0,0.006794608824188874,0.9305555555555554,1,0.07427781696814302,3,1,0
3,0,0,0,0.003951296603131781,0.9242692470772339,4,0.17647082163794997,3,1,1
1,2,1,0,0.004623517650671644,0.6403417244853573,3,0.0008864265071497053,0,1,1
2,1,1,1,0.006130261835756816,0.8842592592592595,3,0.047233393285220526,3,1,0
1,3,1,0,0.00995357875418331,0.9490740740740744,2,0.04713273795520798,3,0,0
1,0,0,0,0.0026273916882900597,0.9273399615402002,1,0.13404672862907333,3,1,1
1,1,1,0,0.001190841976764464,0.9305555555555554,3,0.27366177170022626,3,1,0
1,2,0,0,0.0019846617137642317,0.9675925925925934,1,0.18593303458851418,3,1,1
2,0,1,0,0.006474061402270406,0.21759259259259345,3,0.09888101212739367,3,1,0
1,0,0,0,0.0028361673456778615,0.24211071449702726,4,0.31483144133822694,3,1,1
1,3,0,0,0.003405080758346294,0.9265452147089877,1,0.2612900027585776,3,1,1
5,3,0,1,0.0038199951834843337,0.7037037037037042,4,0.4871027930665825,3,1,0
1,0,0,0,0.001431667760071085,0.9490740740740744,4,0.21989453268106932,3,1,0
1,0,1,0,0.0012522940731944294,0.768518518518519,3,0.2085132437319384,3,1,0
3,3,1,0,0.0018717976399073234,0.9583333333333339,2,0.0006047878479918418,0,1,0
1,3,0,0,0.004216942509072489,0.9490740740740744,1,0.01449682140664929,3,1,0
1,0,0,0,0.0027088748453317165,0.9398148148148149,4,0.16220765669318862,3,1,1
1,0,1,1,0.004547455135817438,0.8564814814814827,4,0.33551608536034755,3,1,0
1,0,0,0,0.001579484964997218,0.9861111111111125,3,0.0009181019198046855,0,1,1
2,3,0,0,0.00017106934952125494,0.9629629629629637,4,0.23775660887898806,3,1,0
2,0,0,0,0.008345859042177729,0.9722222222222232,4,0.06025129466837429,3,1,0
1,3,1,0,0.006239879088848105,0.9351851851851851,1,0.42204332924495686,3,1,0
1,0,1,0,0.0007938946511763093,0.9259259259259274,3,0.5418356403138679,3,1,0
0,0,0,0,0.0003782706458692326,0.8251903387772148,2,0.001643987860825155,0,1,1
1,0,0,0,0.006503957016749848,0.9166666666666679,4,0.12107355442499936,3,1,0
1,3,1,0,0.008267798271036964,0.8888888888888893,3,0.4649133835212336,3,0,0
1,2,0,0,0.0007021441021405098,0.9468533109335294,1,0.10331096412838098,3,1,1
1,0,1,1,0.0010031639525324076,0.8657407407407423,2,0.06854575750874202,3,1,0
1,0,0,0,0.0032447693992081867,0.9212962962962976,4,0.000313859914213142,0,1,1
1,2,1,0,0.0023036342334181318,0.89537737542196,4,0.5061589104621779,3,0,1
3,2,0,0,0.0003471213014557504,0.9722222222222232,3,0.00135386587908097,0,1,0
1,3,1,0,0.0057781579318878255,0.9259259259259274,1,0.2915289542843236,3,1,0
1,2,1,0,0.0029779353756467,0.8055555555555554,2,0.25200201657894283,3,0,1
1,0,1,0,0.0022189189413630737,0.7361111111111125,4,0.2886881432102908,3,1,0
3,1,0,0,0.006188392197244621,0.9166666666666679,4,0.368486987107731,3,1,0
1,0,0,0,0.0015130502661540122,0.9305555555555554,0,0.4663336480843986,3,1,0
3,2,0,0,0.0022172388590999854,0.8766514002729646,4,0.0005232403183017801,0,1,1
1,3,0,0,0.0005862862172912912,0.9398148148148149,3,0.27647680022318527,3,1,1
1,2,1,0,0.006514641914036623,0.945554603590143,2,0.22898766479183966,3,1,1
1,1,0,0,0.004255142460907332,0.8240740740740744,3,0.19529541009975257,3,1,1
1,3,1,0,0.002052832194255059,0.9861111111111125,2,0.3616533892997769,3,1,0
2,1,1,0,0.0012904940250292728,0.8194444444444446,1,0.08280648436723274,3,1,0
1,0,1,0,0.0025560750379923433,0.75,3,0.21587922145842137,3,1,0
1,3,1,0,0.0022986405799749208,0.9814814814814827,1,0.1702523765236404,3,1,0
2,3,1,0,2.4913012066202174e-05,0.9259259259259274,4,0.2978326783755544,3,1,1
1,0,0,0,0.003609435920506323,0.9670289259368171,3,0.136115105972971,3,1,1
0,3,1,0,0.006442504920319884,0.8194444444444446,4,0.4557078223420067,3,0,0
1,0,1,0,0.0037703180171182143,0.9541702412575455,3,0.2405128077459473,3,1,1
1,0,1,1,0.0030510135443742267,0.7824074074074083,4,0.24930857017107214,3,1,0
1,0,1,0,0.0037947768668405166,0.9532578420573232,2,0.13689035799680369,3,1,1
0,3,0,0,0.0014100764829470432,0.8657407407407423,3,0.0022135689109648387,0,1,1
1,2,1,0,0.0061800878598892205,0.09259259259259345,3,0.1753836994102681,3,1,0
1,0,0,0,0.00027072139778606366,0.8564814814814827,3,0.0009371358959668461,0,1,1
1,2,0,0,0.0026158662669512286,0.9305555555555554,2,0.0010300608465103917,0,0,1
1,0,0,0,0.002987900580473181,0.7037037037037042,3,0.13513560213536072,3,1,0
1,2,1,0,0.001101155133326136,0.9629629629629637,3,0.17736601105583416,3,1,0
5,3,0,0,0.0010928507959707355,0.9259259259259274,4,0.19012076124941266,3,1,1
1,0,0,0,0.0011742333020536625,0.9351851851851851,3,0.4159672622602313,3,1,0
1,2,1,0,0.0034512826049045413,0.45370370370370416,4,0.001629361992199589,0,1,1
1,2,1,0,0.0054779400712524325,0.24460497864552283,2,0.16857995532024955,3,1,1
1,1,0,0,0.0014620890066491617,0.8867059258374947,1,0.12987604101097444,3,1,1
1,3,0,0,0.004014316677600711,0.9861111111111125,2,0.050056911566795585,3,1,1
3,3,1,0,0.027244869995598702,0.7129629629629637,4,0.2520890131091155,3,1,0
1,3,1,0,0.001454919904666207,0.9305555555555554,3,0.00033781501393843086,0,1,0
1,1,0,1,0.0009466944585156827,0.9675925925925934,3,0.12521774707549407,3,1,0
3,2,1,0,0.001270563615376311,0.9027777777777786,2,0.013156880611350012,3,1,0
1,0,1,0,0.0010214334947142893,0.875,3,0.27458120316008877,3,1,0
1,0,1,1,0.02108471254536244,0.8194444444444446,4,0.4843161472790706,3,1,0
1,0,0,1,0.013850077947859672,0.9234061843241147,3,0.2895940328884346,3,1,1
2,3,1,1,0.005567227763060647,0.8611111111111125,4,0.2457830021087373,3,1,0
1,0,1,0,0.00048285291530928814,0.9693070438568759,2,0.04363029975429731,3,1,1
1,0,0,0,0.007502138366869015,0.8981481481481488,3,0.21324764690762343,3,0,0
1,3,1,0,0.005693453690862738,0.09722222222222321,3,0.30236411053251816,3,1,0
1,0,1,0,0.005763210124648104,0.9490740740740744,3,0.4288638634759999,3,1,1
3,0,1,0,0.005635323329374933,0.768518518518519,1,0.08650673469540947,3,1,0
1,3,1,0,0.0062365573539059456,0.9166666666666679,3,0.29896852036132,3,1,0
5,3,1,0,0.002076084338850181,0.37037037037037024,1,0.07146789483136268,3,1,0
3,3,1,0,0.0045677610779093925,0.857681332354988,3,0.3455165177492285,3,0,1
1,0,0,0,0.005190210847125454,0.9259259259259274,2,0.4469790347287495,3,1,1
3,3,0,0,0.00274873566463764,0.37962962962962976,2,0.4143031755889159,3,0,0
1,2,1,0,0.00010961725309128958,0.8981481481481488,3,0.5056567062729037,3,1,1
3,0,0,0,0.004200180343545994,0.8276779075317059,1,0.25736872433592023,3,1,1
1,1,1,0,0.0027553791345219605,0.9074074074074083,1,0.42739522921798934,3,1,0
1,0,1,0,0.031262666535892575,0.876820279883213,2,0.23263884327349338,3,1,1
2,0,0,0,0.0003770169159351929,0.8425925925925934,3,0.15776738762689912,3,1,0
1,3,1,0,0.004019299280013952,0.9212962962962976,3,0.1558755185389883,3,1,0
1,0,0,0,0.00871273277366259,0.9593337630307361,4,0.12068660669504928,3,1,1
2,0,0,1,0.006125279233343575,0.8333333333333339,3,0.2421899545627899,3,1,0
1,0,1,0,0.003501108629036946,0.893518518518519,3,0.774562103866042,3,1,0
0,3,1,0,0.0013868243383519212,0.5046296296296298,1,0.3074294263290941,3,1,0
1,2,0,0,0.0015613628860564875,0.8562546077479601,2,0.563200387591945,3,0,1
1,0,1,0,0.0026241706043066294,0.9537037037037042,4,0.34965482284595656,3,1,0
1,0,0,0,0.002537805495810462,0.7824074074074083,3,0.0019298653002085017,0,1,0
1,3,0,1,0.0005331384582167266,0.8796296296296298,3,0.5182563539022456,3,1,0
1,0,1,0,0.003100839568506631,0.9398148148148149,2,0.002409431088264818,0,1,1
1,0,0,0,0.005332289347417479,0.9286445492657244,1,0.30190471357894433,3,1,1
1,3,1,0,0.002669014026025793,0.9305555555555554,1,0.3112959944745869,3,1,0
1,1,1,0,0.002082727808734502,0.29166666666666785,2,0.3595561683014296,3,1,0
1,2,1,0,0.009332414319999335,0.8287037037037042,2,0.23161303108312742,3,1,0
3,0,1,0,0.009128127621056479,0.9351851851851851,2,0.28818076265477155,3,1,1
1,0,1,0,0.0045391507984620365,0.9166666666666679,4,0.8199273639873761,3,1,0
3,0,1,0,0.005728331907755421,0.9675925925925934,4,0.08276582124293885,3,1,0
5,0,0,1,0.0010629551814912929,0.9629629629629637,3,0.37213592295394055,3,1,1
1,0,1,0,0.0008719554223170762,0.5046296296296298,4,0.22704503970732623,1,1,1
1,0,1,0,0.0033466479542264924,0.8657407407407423,4,0.38328400982507166,3,1,1
1,3,1,0,0.006468656000017765,0.9316383443849913,4,0.3800960142798465,3,1,1
1,2,1,0,0.00017273021699233508,0.9722222222222232,2,0.28660868491723984,3,1,1
1,0,1,0,0.00045673855454703995,0.9259259259259274,4,0.34132593105828607,3,1,0
1,3,1,0,0.007460616680092012,0.9722222222222232,2,0.08477407207719163,3,1,0
3,0,1,0,0.004904541642099669,0.9629629629629637,1,0.419468520165053,3,0,0
1,3,1,0,0.006817860968783996,0.9629629629629637,2,0.12076291071121024,3,1,0
1,0,0,0,0.000205947566413938,0.4490740740740744,4,0.2613714520287256,3,1,1
0,3,0,0,0.004331542364577019,0.9444444444444446,4,0.15432806423419537,3,1,1
1,0,0,0,0.004304968485039737,0.22685185185185297,2,0.39027565498438377,3,1,1
1,0,1,0,0.004319916292279458,0.9120370370370381,2,0.17520340951788646,3,1,0
0,0,1,0,0.016425334836830716,0.49004634217802134,4,0.1754064678877108,3,1,1
1,0,0,0,0.0015379632782202143,0.9675925925925934,2,0.3972693677601854,3,1,0
1,0,0,0,0.001825873456666542,0.9166666666666679,1,0.28150899788205286,3,1,1
1,3,0,0,0.003032744002192345,0.9583333333333339,3,0.2237958743766132,3,0,0
2,0,1,0,0.0017156760976257898,0.9722222222222232,3,0.21740665747629304,3,1,0
2,0,1,0,0.0006211644341839743,0.3333333333333339,3,0.001251037358827849,0,1,1
3,0,1,0,0.004901219907157509,0.8101851851851851,4,0.13897779746829525,3,0,0
1,0,1,0,0.004529185593635556,0.9305555555555554,2,0.3205656204374664,3,1,0
1,0,1,0,0.0036671953761449605,0.8703703703703702,2,0.4300405565511948,3,1,0
1,0,1,0,0.005744940582466222,0.9351851851851851,4,0.11583985319461783,3,1,0
1,3,1,0,0.0008654028416204707,0.9530810544936424,3,0.3241062808713107,3,0,1
